실종나이,성별,하늘상태,강수형태,기온,가출이력,거주지 주소,발생지 주소,월,시간,발생장소
98,1,3,0,28.299999,1,1,3,6,16,0
119,0,3,0,26.299999,0,1,1,6,15,1
94,1,3,0,24.700001,1,2,3,6,18,1
120,1,4,0,25.6,0,4,4,6,20,1
81,1,3,0,25.0,0,1,1,6,11,1
67,1,4,0,28.6,0,2,2,6,18,0
86,0,4,0,21.0,0,5,1,6,20,1
112,1,2,0,22.0,1,1,2,6,13,1
92,0,2,0,32.0,1,5,5,6,16,1
73,0,4,0,18.6,0,0,0,11,13,1
98,0,4,0,18.6,0,2,2,11,14,1
110,0,3,0,23.799999,0,3,3,6,5,1
94,1,3,0,26.0,0,5,5,6,23,1
119,1,1,0,24.200001,0,5,4,6,11,0
77,0,1,0,22.200001,1,2,1,6,11,1
94,0,3,0,23.5,0,4,4,6,7,1
86,1,2,0,29.700001,0,4,3,6,17,1
80,1,1,0,25.200001,0,4,4,6,11,1
110,0,3,0,22.1,1,0,0,6,9,1
104,1,3,1,31.799999,1,2,2,6,19,1
86,0,3,0,20.4,1,1,1,6,7,1
109,1,2,0,32.4,0,2,2,6,16,1
83,0,2,0,29.299999,0,2,2,6,17,1
73,1,3,0,20.9,0,5,5,6,22,1
110,1,1,0,13.9,0,4,4,10,0,1
74,1,3,1,26.0,1,3,5,6,20,1
74,1,2,0,24.700001,0,0,0,6,13,1
115,1,1,0,17.1,1,4,4,6,6,1
98,0,3,0,26.0,1,0,1,6,0,1
87,0,1,0,20.5,1,0,0,6,6,1
79,1,1,0,20.1,1,4,0,6,9,1
117,1,1,0,21.299999,1,1,3,6,8,1
113,0,3,1,25.799999,0,5,5,6,18,1
70,0,1,0,22.799999,0,4,4,6,9,1
81,0,3,1,23.5,1,5,5,6,15,1
107,1,3,1,26.799999,0,4,2,6,15,1
69,0,3,0,24.700001,1,2,2,6,14,1
71,0,2,0,23.9,0,3,3,6,10,1
98,0,3,1,27.6,0,1,1,6,15,1
100,1,2,0,24.299999,1,5,5,6,11,1
96,0,3,0,23.9,1,5,4,6,19,1
67,0,3,0,27.5,1,0,0,6,18,1
78,0,2,0,25.799999,1,1,1,6,14,1
110,0,3,0,22.1,0,1,0,6,23,1
88,1,1,0,20.799999,0,2,2,6,7,1
110,0,3,1,20.5,0,3,3,6,9,1
87,0,3,1,24.5,1,5,3,6,9,1
108,1,3,1,22.799999,0,4,4,6,15,1
73,1,3,0,21.1,0,4,4,6,22,0
115,1,1,0,24.799999,0,3,3,6,10,0
102,0,3,0,22.700001,0,5,0,6,8,1
91,0,3,0,17.299999,1,1,1,6,7,1
93,1,3,1,24.5,0,5,5,6,8,1
103,0,2,0,30.0,0,2,2,6,13,0
100,0,4,0,20.799999,1,4,4,6,9,1
114,0,2,0,22.9,0,5,5,6,10,0
119,0,3,0,27.799999,1,0,0,6,17,1
107,1,3,0,27.299999,1,1,1,6,14,1
108,1,2,0,30.700001,1,4,4,6,13,1
65,0,3,0,16.700001,0,5,5,6,8,1
120,0,3,0,19.700001,1,2,2,6,6,1
81,0,3,0,28.0,0,5,5,6,15,1
107,0,3,0,34.1,1,3,2,6,17,1
106,1,3,0,32.1,1,5,5,6,17,1
83,0,4,1,25.6,0,1,1,7,11,1
80,0,3,0,27.0,1,2,2,6,20,1
119,1,2,0,24.1,0,5,5,6,13,1
70,0,3,0,27.799999,1,0,0,6,11,0
85,0,3,0,24.4,1,0,0,6,2,1
102,0,3,0,28.0,1,1,1,6,15,0
101,1,3,0,19.9,0,0,0,6,6,1
109,0,3,0,22.200001,0,2,1,6,7,1
120,0,1,0,-0.9,0,1,2,1,16,1
77,1,3,0,23.4,1,0,0,6,8,1
73,0,3,0,19.799999,1,0,0,6,10,1
113,1,3,0,18.799999,0,0,0,6,5,1
90,1,3,0,19.200001,1,4,4,6,7,1
103,1,3,0,20.5,1,3,2,6,8,1
111,1,3,0,23.5,0,5,5,6,8,1
97,1,3,0,27.799999,1,4,2,6,14,1
108,1,3,0,22.700001,1,0,0,6,10,0
119,0,3,0,24.700001,0,3,4,6,10,1
104,0,3,0,19.9,0,4,4,6,6,1
65,0,3,0,25.0,0,4,4,6,15,1
89,1,3,0,21.0,0,2,2,6,6,1
120,1,3,0,29.700001,0,4,4,6,16,1
119,1,3,0,22.6,0,0,2,6,21,1
103,0,3,0,26.6,0,4,0,6,20,1
95,0,3,0,24.5,1,1,5,6,9,1
100,1,3,0,28.9,1,1,1,6,17,1
103,0,3,0,26.299999,0,2,0,6,10,1
101,0,2,0,28.6,0,3,3,6,17,1
65,1,3,0,25.5,0,5,5,6,20,1
94,0,4,0,19.299999,1,3,3,6,5,1
72,0,4,0,21.799999,1,0,0,6,8,1
75,1,4,0,25.799999,1,0,0,6,10,1
109,1,4,0,18.6,1,5,5,6,6,1
75,1,4,0,25.9,0,5,5,6,7,1
106,0,4,0,23.799999,0,3,3,6,9,1
106,0,4,0,24.799999,1,3,3,6,9,1
78,0,4,0,23.799999,0,0,0,6,10,1
92,1,4,1,21.799999,0,3,1,6,11,1
85,0,4,1,19.5,0,1,1,6,10,1
120,1,4,1,15.9,0,1,4,6,13,1
73,1,4,1,20.700001,1,0,0,6,10,1
110,1,2,0,22.0,0,1,1,6,22,1
67,0,4,1,22.9,0,3,3,6,14,1
76,0,4,1,15.799999,0,1,1,6,18,1
78,0,4,1,20.200001,1,0,0,6,12,1
118,1,4,1,21.6,1,3,3,6,14,1
93,1,4,1,21.5,1,3,3,6,18,1
77,0,4,1,16.9,1,1,1,6,16,1
98,0,4,1,15.9,0,0,1,6,13,1
72,1,4,1,16.5,0,2,2,6,19,1
100,1,4,1,15.799999,1,5,3,6,17,1
71,0,4,1,18.799999,0,4,4,6,18,1
95,0,4,1,21.5,1,3,3,6,17,1
119,1,1,0,21.0,1,4,2,6,2,1
67,0,1,0,22.6,0,5,3,6,9,1
91,1,2,0,20.6,0,2,2,6,6,1
102,0,1,0,21.299999,1,1,1,6,10,1
76,1,1,0,27.200001,1,3,1,6,10,0
110,0,1,0,23.200001,0,4,4,6,11,1
83,1,1,0,24.200001,1,1,3,6,10,1
99,1,1,0,27.200001,0,3,3,6,12,1
86,0,1,0,23.6,1,1,1,6,12,1
114,0,1,0,24.4,0,1,1,6,13,1
96,1,1,0,26.4,0,5,5,6,15,1
73,1,1,0,30.700001,0,0,0,6,14,1
97,1,2,0,29.700001,1,4,4,6,16,1
73,0,2,0,31.700001,0,0,0,6,18,0
88,1,2,0,28.0,0,0,3,6,17,1
101,1,2,0,22.5,1,3,3,6,18,1
120,1,2,0,23.5,1,2,1,6,18,1
107,1,2,0,29.799999,1,2,4,6,18,1
99,0,2,0,25.9,1,0,0,6,17,1
87,0,2,0,31.799999,1,1,1,6,18,1
108,1,1,0,20.1,1,1,5,6,23,1
71,1,1,0,21.6,1,1,1,6,1,1
91,0,1,0,22.299999,0,3,0,6,1,1
71,1,2,0,31.700001,1,4,5,6,16,1
95,1,1,0,23.0,1,2,2,6,1,0
101,1,1,0,21.799999,0,1,1,6,3,1
68,1,3,0,18.799999,1,5,5,6,7,0
103,0,3,0,19.200001,0,0,0,6,6,1
76,0,1,0,24.0,1,2,2,6,1,1
87,1,3,0,16.5,1,0,2,6,6,1
89,1,3,0,17.799999,1,4,5,6,8,1
104,1,3,0,20.799999,0,2,2,6,6,1
76,1,3,0,23.6,1,2,2,6,9,1
113,0,1,0,29.0,0,1,1,6,11,1
105,1,2,0,22.6,1,5,0,6,23,1
85,0,3,0,22.9,0,2,0,6,9,1
71,0,2,0,27.700001,0,5,1,6,13,1
100,1,2,0,32.1,1,1,1,6,12,0
112,1,2,0,27.4,0,0,0,6,10,0
72,0,2,0,26.4,1,3,3,6,10,1
90,0,1,0,26.200001,1,3,0,6,9,1
75,0,2,0,25.6,1,3,1,6,23,1
120,0,1,0,24.6,1,5,1,6,0,1
118,1,2,0,25.200001,1,1,1,6,17,0
102,0,2,0,28.1,1,2,2,6,13,1
97,0,2,0,32.799999,0,3,3,6,17,1
120,1,2,0,30.799999,0,3,3,6,15,0
118,1,2,0,31.700001,1,0,0,6,12,1
65,0,1,0,29.299999,1,5,5,6,10,0
72,1,2,0,28.5,0,1,2,6,17,1
89,1,2,0,27.799999,0,1,1,6,20,0
98,1,2,0,21.1,1,4,1,6,2,0
109,0,2,0,19.799999,1,3,3,6,5,0
97,1,1,0,24.0,1,4,3,6,6,1
82,0,1,0,30.5,1,4,4,6,11,1
69,0,1,0,19.4,1,0,0,6,7,0
76,1,1,0,25.700001,1,0,0,6,10,0
103,1,1,0,26.1,0,1,1,6,12,1
74,0,2,0,26.5,0,3,4,6,12,1
118,0,1,0,19.200001,1,0,0,6,9,1
82,1,3,0,23.5,1,5,1,6,22,1
67,1,3,0,27.0,0,5,2,6,16,1
119,1,3,0,29.0,0,1,1,6,14,1
87,0,2,0,19.200001,0,4,1,6,5,1
66,1,3,0,31.5,1,1,1,6,17,1
76,0,1,0,26.700001,1,1,1,6,12,1
119,0,2,0,28.200001,0,4,4,6,16,1
114,0,1,0,27.6,0,4,1,6,8,1
87,1,2,0,28.799999,1,5,5,6,19,1
66,1,3,0,27.700001,1,4,4,6,14,1
105,0,3,0,27.200001,1,4,2,6,16,1
87,0,2,0,25.299999,1,1,1,6,21,1
80,1,2,0,28.299999,1,0,0,6,20,1
98,1,1,0,20.200001,1,1,1,6,9,0
82,0,2,0,23.1,0,4,4,6,21,1
72,0,2,0,27.799999,1,4,4,6,20,0
88,1,4,0,31.9,1,2,2,6,10,1
115,0,1,0,23.700001,0,5,5,6,5,1
85,0,1,0,22.9,0,5,0,6,7,1
69,1,1,0,25.700001,0,4,4,6,6,1
90,0,2,0,29.9,0,5,4,6,17,1
116,0,2,0,21.799999,1,5,5,6,6,1
119,0,2,0,26.5,1,4,4,6,9,0
81,0,2,0,24.5,1,3,5,6,8,1
110,0,2,0,21.799999,1,1,1,6,4,1
77,1,3,0,24.9,0,3,3,6,9,1
105,1,1,0,25.200001,1,0,0,6,9,1
87,1,2,0,27.5,0,0,0,6,10,1
83,0,4,0,32.799999,1,3,3,6,14,1
115,1,4,1,29.0,1,2,2,6,17,1
72,0,4,1,32.200001,0,1,1,6,16,0
67,1,4,1,29.6,1,0,0,6,15,1
100,1,4,0,26.1,0,0,0,6,14,1
100,1,1,0,25.799999,0,2,1,6,7,1
81,1,4,1,27.299999,1,3,0,6,17,1
69,0,4,0,30.1,0,4,4,6,13,1
72,0,4,0,29.799999,0,5,5,6,10,1
81,1,4,0,27.6,1,2,4,6,10,1
66,0,4,0,21.4,0,0,5,6,3,1
113,0,4,0,19.200001,1,1,1,6,6,1
107,1,4,0,28.6,1,4,4,6,8,1
75,0,4,0,26.6,0,3,1,6,9,1
94,1,4,0,23.5,1,4,4,6,7,1
74,1,4,0,23.799999,1,2,2,6,20,1
76,0,4,0,20.200001,0,3,3,6,4,1
84,1,4,0,20.6,0,4,4,6,8,1
86,1,4,0,22.200001,1,4,4,6,5,1
68,1,4,0,25.1,0,2,2,6,6,1
90,0,4,0,28.200001,1,4,0,6,8,1
95,1,4,0,24.799999,0,5,1,6,13,1
102,0,3,0,33.700001,0,0,4,6,13,1
92,0,4,0,31.799999,1,0,0,6,16,1
115,0,4,0,26.799999,0,3,4,6,14,1
85,1,4,0,31.0,0,0,2,6,13,1
65,0,4,0,26.0,1,1,1,6,11,1
113,1,4,1,28.700001,0,4,4,6,16,1
115,0,4,0,23.700001,0,3,3,6,19,1
82,1,4,0,27.700001,1,1,2,6,18,1
73,1,4,1,20.9,0,0,4,6,0,0
65,1,4,1,23.5,0,5,5,6,2,1
79,1,4,1,16.9,1,2,2,6,10,1
72,1,4,1,18.6,0,5,5,6,11,1
105,0,4,1,17.6,1,0,0,6,12,1
79,0,4,1,17.9,0,0,0,6,10,1
95,0,4,1,20.700001,0,0,0,6,13,1
65,0,4,1,17.6,1,5,5,6,11,1
95,0,4,0,18.1,0,0,3,6,10,1
111,0,3,0,27.1,0,3,5,6,17,1
90,0,4,0,19.1,0,0,0,6,9,1
94,0,4,0,22.6,1,0,0,6,17,1
101,1,4,0,21.6,1,1,1,6,16,1
73,0,4,1,18.200001,1,5,5,6,6,1
105,0,4,0,25.799999,0,5,5,6,18,1
113,1,4,1,25.4,0,2,2,6,13,1
87,1,2,0,27.700001,1,2,2,6,19,1
90,1,3,0,17.5,0,3,3,6,6,1
65,0,4,0,20.200001,0,1,1,6,3,1
98,0,3,0,16.799999,0,5,0,6,7,1
73,0,2,0,21.0,0,3,1,6,6,1
66,0,2,0,19.0,1,0,0,6,8,1
104,1,1,0,27.700001,0,5,4,6,18,0
97,0,2,0,17.299999,1,1,1,6,5,1
69,1,2,0,22.9,1,4,4,6,7,1
104,1,1,0,26.6,0,1,1,6,9,1
77,1,2,0,18.0,0,2,5,6,6,0
114,1,1,0,20.299999,1,3,3,6,10,1
109,1,1,0,21.299999,1,0,0,6,10,0
100,1,1,0,29.9,0,1,5,6,13,1
105,1,1,0,27.9,0,5,5,6,13,1
119,1,1,0,23.700001,1,1,1,6,9,1
115,0,3,0,21.799999,0,0,0,6,6,1
69,0,3,0,24.799999,1,2,3,6,13,1
107,1,1,0,25.6,1,0,0,6,9,1
76,0,3,0,26.5,1,0,4,6,10,1
96,1,3,0,23.5,1,5,2,6,10,1
111,1,4,0,29.4,1,4,4,6,14,1
90,1,4,0,25.4,0,5,5,6,14,1
75,1,2,0,27.700001,0,5,1,6,15,1
89,1,1,0,20.700001,0,2,2,9,8,1
108,0,2,0,27.200001,0,1,5,6,17,1
99,0,3,0,30.0,0,3,3,6,13,1
84,1,4,0,24.4,1,1,1,6,1,1
108,0,2,0,32.0,0,1,1,6,18,0
88,1,1,0,23.0,0,3,1,6,21,0
97,0,1,0,23.5,1,4,0,6,9,1
79,1,1,0,20.700001,0,4,0,6,5,1
76,1,1,0,18.700001,1,5,5,6,5,1
91,1,1,0,24.0,1,5,0,6,7,0
75,0,1,0,23.0,0,1,1,6,7,1
80,1,1,0,25.200001,1,5,5,6,10,1
69,1,1,0,24.1,0,0,3,6,11,1
66,1,2,0,29.5,0,2,3,6,13,1
74,0,1,0,27.700001,1,1,1,6,19,1
116,0,1,0,24.1,0,5,5,6,9,1
66,1,2,0,28.200001,0,2,2,6,14,1
106,1,2,0,32.200001,0,0,0,6,15,1
116,0,2,0,29.200001,0,4,4,6,14,1
67,1,2,0,27.200001,1,1,1,6,14,0
119,1,2,0,31.200001,0,3,3,6,14,1
100,1,2,0,27.200001,0,0,0,6,14,1
112,0,2,0,33.200001,0,3,3,6,16,1
78,1,1,0,30.200001,0,5,5,6,11,1
73,1,3,0,29.1,1,4,4,6,17,1
87,0,3,0,27.1,1,1,1,6,16,1
113,0,1,0,21.700001,1,5,5,6,9,1
68,0,4,0,31.299999,0,5,1,6,18,1
120,0,2,0,30.700001,0,4,1,6,14,1
106,0,4,0,29.4,1,1,4,6,21,1
83,0,4,0,25.200001,0,1,1,6,0,1
67,0,4,0,27.200001,1,2,2,6,1,1
96,1,3,0,19.5,1,0,2,6,2,1
102,0,2,0,19.9,1,0,0,6,6,1
113,0,4,0,25.4,1,3,4,6,3,1
119,0,1,0,24.799999,0,3,0,6,9,1
91,0,1,0,30.5,0,3,3,6,10,1
112,1,4,0,28.0,1,1,1,6,13,1
93,0,1,0,24.299999,0,3,3,6,9,1
70,1,1,0,29.299999,0,3,3,6,8,1
114,1,4,0,29.299999,0,0,4,6,15,0
116,0,4,0,33.200001,0,5,3,6,13,1
115,1,4,0,25.9,0,0,0,6,19,1
82,0,4,0,30.4,1,3,3,6,20,1
76,0,4,0,28.9,1,1,1,6,18,1
80,1,4,0,26.9,1,2,0,6,17,1
66,1,4,0,30.1,0,1,1,6,16,0
89,0,4,0,28.299999,0,5,5,6,16,1
108,1,3,0,30.0,0,5,5,6,11,1
110,0,3,0,33.0,0,0,0,6,13,1
109,1,4,0,31.4,0,3,0,6,19,1
76,1,4,0,24.9,0,1,0,6,20,1
103,1,4,0,21.799999,1,0,0,6,8,1
93,1,4,0,20.700001,1,3,3,6,5,0
111,0,4,0,22.799999,1,5,0,6,8,1
84,0,4,0,28.700001,1,2,2,6,11,1
79,0,4,1,21.700001,1,2,0,6,21,1
90,0,4,0,26.799999,1,5,0,6,12,1
111,0,4,0,25.700001,1,2,4,6,10,1
69,0,4,0,26.0,1,4,1,6,12,1
88,1,4,0,28.5,0,4,4,6,8,0
81,1,4,0,28.299999,0,2,2,6,12,1
104,1,4,0,24.799999,1,1,1,6,15,1
108,0,4,0,26.799999,0,5,1,6,14,1
80,1,4,1,27.0,0,4,0,6,17,1
97,1,3,0,30.9,0,0,0,6,18,0
108,0,4,0,30.799999,1,2,2,6,14,1
111,1,4,1,27.299999,0,5,5,6,14,1
115,0,4,1,31.299999,0,4,4,6,14,1
111,0,4,0,25.5,0,0,0,6,15,1
95,1,4,0,25.700001,1,3,3,6,10,1
66,0,4,0,28.700001,0,4,5,6,9,0
102,1,4,0,19.700001,1,0,1,6,22,1
119,0,4,0,26.5,0,3,5,6,14,1
95,1,4,0,24.5,1,4,4,6,20,1
95,1,2,0,26.200001,1,4,4,7,12,1
114,1,3,0,24.0,1,4,4,7,10,1
104,0,3,0,22.5,1,3,3,7,8,0
78,0,4,0,25.5,0,0,0,7,2,1
79,1,3,0,22.0,1,1,1,7,10,1
116,1,3,0,23.0,0,3,3,7,8,1
108,0,2,0,26.200001,0,4,4,7,10,1
104,1,1,0,26.6,0,3,3,7,12,0
83,1,1,0,29.6,0,3,3,7,13,0
85,1,1,0,24.6,1,1,1,7,11,1
68,1,1,0,27.200001,0,1,1,7,19,1
78,1,1,0,27.200001,0,1,3,7,18,1
100,0,2,0,25.200001,0,4,5,7,12,0
67,0,2,0,25.6,1,4,4,7,10,1
74,0,1,0,25.700001,1,3,3,7,15,0
74,0,1,0,26.700001,1,2,2,7,16,1
79,0,1,0,25.700001,1,0,0,7,15,1
114,1,1,0,26.0,1,2,2,7,13,1
103,1,1,0,28.5,1,0,4,7,19,1
105,0,1,0,27.0,0,4,4,7,17,1
95,0,3,0,23.200001,1,0,0,7,8,1
74,0,2,0,28.6,0,5,5,7,9,0
109,1,2,0,17.799999,1,0,0,7,2,1
85,0,1,0,24.200001,1,4,4,7,16,1
100,1,2,0,23.6,1,4,4,7,3,1
72,1,1,0,17.700001,0,1,1,7,5,1
86,1,2,0,24.299999,1,0,0,7,13,1
91,1,1,0,25.200001,0,5,5,7,8,1
91,1,4,0,21.700001,0,1,4,7,11,1
97,1,4,0,23.6,0,4,4,7,9,0
91,1,3,0,22.799999,1,4,4,7,12,0
117,0,1,0,30.4,1,3,3,7,16,0
75,1,3,0,28.1,1,5,5,7,14,1
112,1,3,0,24.5,1,3,0,7,10,1
80,0,3,0,29.299999,0,5,5,7,13,1
84,0,2,0,26.700001,0,0,0,7,18,1
87,1,2,0,25.0,0,2,2,7,15,0
76,0,3,0,27.299999,1,5,5,7,14,1
120,0,3,0,31.299999,1,2,2,7,12,1
74,0,3,0,24.299999,1,5,5,7,14,0
77,0,1,0,23.5,1,3,4,7,18,1
106,0,4,0,21.299999,0,4,4,7,8,1
120,1,2,0,29.1,0,2,2,7,15,0
94,0,1,0,19.700001,1,0,0,7,0,1
114,0,1,0,23.299999,1,3,3,7,6,1
117,0,1,0,26.4,0,2,2,7,8,0
90,0,1,0,20.4,0,5,3,7,9,0
98,0,3,0,25.200001,1,3,3,7,7,0
106,1,1,0,22.6,1,5,1,7,9,1
87,1,1,0,26.5,1,2,2,6,11,1
107,0,1,0,20.4,0,0,0,7,9,0
68,1,2,0,23.700001,0,3,3,7,11,1
68,1,1,0,28.9,0,0,0,7,11,1
83,0,4,0,31.4,1,3,3,6,19,1
99,1,1,0,21.200001,1,4,4,7,5,1
118,1,4,0,27.6,0,0,0,7,11,1
107,0,3,0,26.1,0,2,4,7,13,1
112,0,3,0,28.1,0,2,2,7,11,1
75,0,4,0,24.6,1,1,1,7,12,1
78,0,3,0,29.1,0,0,4,7,11,1
114,1,1,0,23.9,0,0,0,7,9,1
99,0,4,0,28.0,1,5,5,7,16,1
107,1,4,0,24.799999,1,4,5,7,16,1
89,0,2,0,23.0,1,2,2,7,10,1
87,1,2,0,24.0,0,4,2,7,10,1
105,1,1,0,24.0,0,0,0,7,20,1
89,0,4,0,22.1,1,3,5,7,18,1
113,1,1,0,24.4,0,2,2,7,20,1
104,1,1,0,21.4,1,2,2,7,22,1
109,1,4,0,28.700001,0,3,3,7,16,1
77,0,1,0,15.9,1,4,4,7,4,1
87,1,1,0,19.799999,1,1,5,7,6,1
75,1,1,0,17.700001,0,3,3,7,4,0
93,1,1,0,17.4,1,2,3,7,4,0
85,1,1,0,25.4,0,5,5,7,10,1
112,1,1,0,22.4,0,4,0,7,11,1
69,0,1,0,22.4,1,4,5,7,10,1
77,0,1,0,24.299999,0,3,3,7,10,1
89,0,1,0,26.299999,1,1,1,7,11,1
102,0,1,0,25.299999,0,4,4,7,10,0
116,1,1,0,18.0,0,0,0,7,3,1
102,1,1,0,21.299999,1,0,0,7,11,1
116,0,3,0,30.700001,1,1,0,7,12,1
73,0,3,0,25.6,0,5,5,7,12,0
65,1,3,0,24.9,1,3,3,7,14,1
82,0,3,0,30.9,1,2,2,7,13,1
109,1,1,0,23.4,0,1,1,7,12,1
96,0,1,0,28.5,1,2,2,7,10,1
82,0,1,0,24.5,0,5,5,7,11,1
65,0,4,0,30.5,1,1,1,7,15,1
65,0,4,0,29.5,1,2,3,7,16,1
89,1,3,0,29.0,1,3,3,7,12,1
78,0,4,0,28.700001,0,2,2,7,15,1
67,1,2,0,29.0,0,5,4,7,20,1
104,1,4,0,26.5,1,0,0,7,15,1
79,1,4,0,23.5,1,4,2,7,19,1
99,1,1,0,15.4,1,4,4,7,4,1
81,1,3,0,21.6,1,4,4,7,23,1
99,1,3,0,24.4,0,3,3,7,6,0
118,0,4,1,24.700001,1,4,4,7,16,1
87,0,4,0,21.6,0,4,5,7,2,1
88,1,3,0,23.4,1,1,2,7,5,0
78,0,3,0,22.4,0,3,3,7,5,1
72,1,4,0,23.299999,1,3,5,7,9,1
67,1,3,0,20.6,1,4,4,7,5,1
99,0,2,0,29.200001,0,0,0,7,11,1
78,0,2,0,26.200001,0,0,2,7,11,1
120,1,2,0,22.200001,1,2,2,7,9,1
97,1,2,0,25.6,0,5,1,7,10,1
92,1,3,0,28.0,0,5,4,7,12,1
77,0,3,0,20.5,0,1,1,7,6,1
111,1,4,0,22.799999,1,4,4,7,8,1
76,0,1,0,24.5,1,1,1,7,20,1
120,1,4,0,26.1,1,3,1,7,12,1
101,1,1,0,20.9,0,3,3,7,22,1
68,0,3,0,31.200001,0,3,5,7,15,1
118,1,3,0,30.299999,0,5,1,7,12,1
67,0,2,0,29.200001,1,1,1,7,11,1
110,1,4,0,23.5,1,5,5,7,8,0
113,1,4,0,20.5,0,2,2,7,10,1
111,0,3,0,32.299999,0,3,3,7,11,1
120,0,4,0,22.700001,1,3,3,7,19,0
86,1,1,0,25.4,0,5,5,7,7,1
93,1,1,0,25.6,0,4,2,7,8,1
78,0,1,0,26.6,0,3,3,7,7,1
71,0,1,0,25.1,0,5,5,7,7,1
98,0,1,0,21.6,0,1,1,7,9,1
96,0,1,0,22.5,0,5,4,7,10,1
97,1,1,0,25.5,0,2,2,7,10,1
103,1,1,0,31.0,0,0,0,7,11,1
78,1,1,0,20.9,1,3,1,7,9,1
65,0,1,0,21.9,1,4,4,7,9,1
74,0,1,0,22.9,0,5,5,7,8,1
96,0,4,0,31.0,0,2,2,7,18,1
65,0,3,0,33.299999,1,0,2,7,14,1
106,1,3,0,30.9,0,1,4,7,15,1
75,1,4,0,29.200001,1,0,0,7,15,1
86,1,4,0,28.200001,0,3,3,7,15,1
108,1,1,0,22.5,0,0,0,7,10,0
116,0,4,0,28.0,1,4,0,7,17,1
95,1,4,0,30.200001,0,4,4,7,16,1
91,1,2,0,17.200001,1,3,3,7,7,1
117,0,2,0,30.9,0,0,0,7,13,1
67,0,3,0,31.799999,0,5,5,7,15,1
117,1,3,0,27.299999,1,3,3,7,14,1
92,1,1,0,28.0,1,1,1,7,12,1
105,1,4,0,22.5,1,3,3,7,22,1
94,1,4,0,28.4,1,5,5,7,15,1
110,0,4,0,24.200001,1,1,1,7,7,1
77,0,4,0,30.700001,0,2,2,7,17,1
115,1,4,0,22.700001,1,1,5,7,9,1
65,1,3,0,32.299999,0,5,5,7,14,1
100,0,4,0,32.200001,1,2,2,7,15,1
82,0,4,0,28.6,1,3,0,7,15,1
92,0,4,0,26.299999,0,0,5,7,15,1
65,1,4,0,26.299999,1,0,0,7,14,0
90,1,4,0,31.6,0,5,5,7,15,1
109,1,4,0,22.700001,1,4,4,7,9,1
98,0,4,0,25.0,0,4,4,7,12,1
113,1,4,0,23.799999,0,5,5,7,19,1
73,0,4,0,25.4,0,0,0,7,8,1
94,0,4,0,31.4,0,0,0,7,20,0
120,1,3,0,25.6,1,2,5,7,20,1
106,0,4,0,32.0,0,3,3,7,16,1
109,0,4,0,27.299999,0,4,4,7,20,1
95,0,4,0,24.9,0,0,3,7,0,1
91,0,4,0,7.8,0,1,1,3,14,1
91,1,4,1,18.6,0,2,1,7,8,1
115,1,4,1,25.6,0,0,0,7,8,1
88,0,4,0,28.299999,0,3,2,7,14,1
88,0,4,0,25.0,0,3,3,7,13,1
114,1,4,0,26.299999,0,1,1,7,16,0
118,1,4,0,24.4,1,3,3,7,18,1
119,0,4,1,23.4,0,3,3,7,10,1
96,0,4,0,23.4,0,3,3,7,19,1
118,1,4,0,25.1,0,1,1,7,21,1
96,0,4,0,25.5,0,2,2,7,11,1
100,1,4,0,22.299999,1,0,3,7,14,1
110,0,4,0,23.299999,1,0,0,7,12,1
98,1,4,1,21.1,1,5,5,7,7,1
67,1,4,0,21.6,0,4,4,7,22,1
102,0,3,0,23.1,0,3,3,7,2,1
82,1,1,0,22.299999,1,1,1,7,6,1
78,1,1,0,24.0,0,3,3,7,4,0
83,0,3,0,28.0,1,3,4,7,12,1
74,1,4,0,25.799999,1,2,2,7,11,1
96,1,3,0,22.799999,0,2,2,7,8,1
65,1,4,0,29.799999,1,2,3,7,13,1
82,0,4,0,28.799999,0,4,4,7,11,0
100,0,3,0,25.9,0,3,3,7,9,1
93,1,4,0,27.799999,1,5,3,7,13,1
113,1,4,0,26.799999,0,4,4,7,13,0
106,1,4,0,31.0,1,1,1,7,15,1
70,1,4,0,27.0,1,5,0,7,15,1
102,0,4,0,31.5,1,2,2,7,15,1
83,0,3,0,25.799999,1,1,1,7,10,1
69,1,3,0,29.799999,1,1,1,7,10,1
92,1,4,0,31.1,0,4,4,7,17,1
107,1,4,0,27.6,0,2,3,7,18,1
82,0,4,0,30.6,0,2,2,7,19,1
117,1,4,0,28.200001,0,1,1,7,18,1
89,0,3,0,26.799999,1,2,3,7,6,1
113,0,4,0,30.200001,0,4,5,7,20,1
84,1,4,0,32.5,1,1,1,7,15,0
118,0,3,0,25.0,0,4,4,7,12,1
94,1,4,0,24.799999,1,1,1,7,12,1
104,1,4,0,26.200001,0,5,4,7,18,0
115,0,4,0,28.1,0,1,1,7,17,1
84,0,4,0,32.5,0,4,4,7,12,1
98,1,3,0,25.799999,0,0,0,7,8,1
118,0,3,0,25.1,0,0,0,7,1,1
92,0,4,0,26.1,1,0,0,7,20,0
95,1,1,0,26.9,1,2,4,7,4,1
89,1,4,0,28.5,1,3,3,7,8,1
77,0,3,0,25.6,0,4,4,7,6,1
107,1,4,0,28.6,0,0,0,7,9,1
119,1,2,0,27.1,0,2,2,7,9,0
91,1,4,0,32.9,1,1,1,7,12,1
85,1,4,0,34.4,0,3,1,7,12,1
112,1,4,0,33.5,1,4,3,7,15,0
